Airport Code,Airport Name,City,Country,Latitude,Longitude
HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575
HAK,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996
HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752
HAN,Noi Bai International Airport,Hanoi,Vietnam,21.22120094,105.8069992
HAQ,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,6.744229794,73.17050171
HAS,Ha'il Airport,Hail,Saudi Arabia,27.437901,41.686298
HAU,Haugesund Airport,Haugesund,Norway,59.34529877,5.208360195
HAV,José Martí International Airport,Havana,Cuba,22.98920059,-82.40910339
HBA,Hobart International Airport,Hobart,Australia,-42.83610153,147.5099945
HBE,Borg El Arab International Airport,Alexandria,Egypt,30.91769981,29.69639969
HBX,Hubli Airport,Hubli,India,15.36170006,75.0848999
HCR,Holy Cross Airport,Holy Cross,United States,62.18830109,-159.7749939
HDF,Heringsdorf Airport,Heringsdorf,Germany,53.87870026,14.15229988
HDG,Handan Airport,Handan,China,36.52583333,114.4255556
HDM,Hamadan Airport,Hamadan,Iran,34.86920166,48.55250168
HDN,Yampa Valley Airport,Hayden,United States,40.48120117,-107.2180023
HDS,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,-24.36860085,31.04870033
HDY,Hat Yai International Airport,Hat Yai,Thailand,6.933209896,100.3929977
HEA,Herat Airport,Herat,Afghanistan,34.20999908,62.22829819
HEH,Heho Airport,Heho,Burma,20.74699974,96.79199982
HEK,Heihe Airport,Heihe,China,50.17162094,127.3088837
HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976
HET,Baita International Airport,Hohhot,China,40.851398,111.823997
HFA,Haifa International Airport,Haifa,Israel,32.80939865,35.04309845
HFE,Hefei Luogang International Airport,Hefei,China,31.78000069,117.2979965
HFS,Hagfors Airport,Hagfors,Sweden,60.02009964,13.57890034
HFT,Hammerfest Airport,Hammerfest,Norway,70.67970276,23.66860008
HGA,Egal International Airport,Hargeisa,Somalia,9.518170357,44.08879852
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,30.22949982,120.4339981
HGN,Mae Hong Son Airport,Mae Hong Son,Thailand,19.30130005,97.97579956
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,39.707901,-77.72949982
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.826789856,144.2960052
HHH,Hilton Head Airport,Hilton Head Island,United States,32.22439957,-80.69750214
HHN,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
HIA,Lianshui Airport,Huai An,China,33.79083333,119.125
HIB,Range Regional Airport,Hibbing,United States,47.38660049,-92.83899689
HID,Horn Island Airport,Horn Island,Australia,-10.58640003,142.2899933
HIJ,Hiroshima Airport,Hiroshima,Japan,34.43610001,132.9190063
HIN,Sacheon Air Base/Airport,Sacheon,South Korea,35.088591,128.071747
HIR,Honiara International Airport,Honiara,Solomon Islands,-9.42800045,160.0549927
HJJ,Zhijiang Airport,Zhijiang,China,27.44111111,109.7
HJR,Khajuraho Airport,Khajuraho,India,24.81719971,79.91860199
HKD,Hakodate Airport,Hakodate,Japan,41.77000046,140.8220062
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001
HKK,Hokitika Airfield,Hokitika,New Zealand,-42.71360016,170.9850006
HKN,Kimbe Airport,Hoskins,Papua New Guinea,-5.462170124,150.4049988
HKT,Phuket International Airport,Phuket,Thailand,8.1132,98.316902
HLA,Lanseria Airport,Johannesburg,South Africa,-25.93849945,27.92609978
HLD,Dongshan Airport,Hailar,China,49.20500183,119.8249969
HLH,Ulanhot Airport,Ulanhot,China,46.195333,122.008333
HLN,Helena Regional Airport,Helena,United States,46.60680008,-111.9830017
HLZ,Hamilton International Airport,Hamilton,New Zealand,-37.86669922,175.3320007
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,61.0284996,69.08609772
HMB,Sohag International Airport,Sohag,Egypt,26.342778,31.742778
HME,Oued Irara Airport,Hassi Messaoud,Algeria,31.67300034,6.140439987
HMI,Hami Airport,Hami,China,42.8414,93.669197
HMO,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,29.09589958,-111.0479965
HMV,Hemavan Airport,Hemavan,Sweden,65.80609894,15.08279991
HNA,Hanamaki Airport,Hanamaki,Japan,39.42860031,141.1349945
HND,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999
HNH,Hoonah Airport,Hoonah,United States,58.0961,-135.410111
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228
HNM,Hana Airport,Hana,United States,20.79560089,-156.0140076
HNS,Haines Airport,Haines,United States,59.24380112,-135.5240021
HOB,Lea County Regional Airport,Hobbs,United States,32.6875,-103.2170029
HOD,Hodeidah International Airport,Hodeidah,Yemen,14.75300026,42.97629929
HOE,Ban Huoeisay Airport,Huay Xai,Laos,20.25729942,100.4369965
HOF,Al Ahsa Airport,Al-ahsa,Saudi Arabia,25.2852993,49.48519897
HOG,Frank Pais International Airport,Holguin,Cuba,20.78560066,-76.31510162
HOI,Hao Airport,Hao Island,French Polynesia,-18.07480049,-140.9459991
HOM,Homer Airport,Homer,United States,59.64559937,-151.477005
HON,Huron Regional Airport,Huron,United States,44.3852005,-98.22850037
HOR,Horta Airport,Horta,Portugal,38.51990128,-28.71590042
HOT,Memorial Field,Hot Springs,United States,34.47800064,-93.09619904
HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015
HOV,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,62.18000031,6.074100018
HPB,Hooper Bay Airport,Hooper Bay,United States,61.52389908,-166.1470032
HPH,Cat Bi International Airport,Haiphong,Vietnam,20.81940079,106.7249985
HPN,Westchester County Airport,White Plains,United States,41.06700134,-73.70760345
HRB,Taiping Airport,Harbin,China,45.62340164,126.25
HRE,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,-17.931801,31.0928
HRG,Hurghada International Airport,Hurghada,Egypt,27.17830086,33.79940033
HRI,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,6.284467,81.124128
HRK,Kharkiv International Airport,Kharkov,Ukraine,49.92480087,36.29000092
HRL,Valley International Airport,Harlingen,United States,26.22850037,-97.65440369
HRM,Hassi R'Mel Airport,Tilrempt,Algeria,32.93040085,3.311539888
HRO,Boone County Airport,Harrison,United States,36.26150131,-93.15470123
HSG,Saga Airport,Saga,Japan,33.14970016,130.302002
HSL,Huslia Airport,Huslia,United States,65.69789886,-156.3509979
HSN,Zhoushan Airport,Zhoushan,China,29.93420029,122.3619995
HSV,Huntsville International Carl T Jones Field,Huntsville,United States,34.6371994,-86.77510071
HTA,Chita-Kadala Airport,Chita,Russia,52.026299,113.306
HTI,Hamilton Island Airport,Hamilton Island,Australia,-20.35810089,148.9519959
HTN,Hotan Airport,Hotan,China,37.03850174,79.86489868
HTS,Tri-State/Milton J. Ferguson Field,Huntington,United States,38.36669922,-82.55799866
HTY,Hatay Airport,Hatay,Turkey,36.36277771,36.28222275
HUH,Huahine-Fare Airport,Huahine Island,French Polynesia,-16.68720055,-151.0220032
HUI,Phu Bai Airport,Hue,Vietnam,16.4015007,107.7030029
HUN,Hualien Airport,Hualien,Taiwan,24.0230999,121.6179962
HUS,Hughes Airport,Hughes,United States,66.04109955,-154.2630005
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-9.878809929,-76.20480347
HUX,Bahías de Huatulco International Airport,Huatulco,Mexico,15.7753,-96.262604
HUY,Humberside Airport,Humberside,United Kingdom,53.57440186,-0.350832999
HVB,Hervey Bay Airport,Hervey Bay,Australia,-25.31889915,152.8800049
HVD,Khovd Airport,Khovd,Mongolia,47.95410156,91.62819672
HVG,Valan Airport,Honningsvag,Norway,71.00969696,25.98360062
HVN,Tweed New Haven Airport,New Haven,United States,41.26369858,-72.88680267
HVR,Havre City County Airport,Havre,United States,48.54299927,-109.762001
HYA,Barnstable Municipal Boardman Polando Field,Barnstable,United States,41.66930008,-70.28040314
HYD,Rajiv Gandhi International Airport,Hyderabad,India,17.23131752,78.42985535
HYG,Hydaburg Seaplane Base,Hydaburg,United States,55.20629883,-132.8280029
HYN,Huangyan Luqiao Airport,Huangyan,China,28.56220055,121.4290009
HZH,Liping Airport,Liping,China,26.32217,109.1499
IAA,Igarka Airport,Igarka,Russia,67.43720245,86.62190247
IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
IAG,Niagara Falls International Airport,Niagara Falls,United States,43.1072998,-78.94619751
IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015
IAM,In Aménas Airport,Zarzaitine,Algeria,28.0515,9.64291
IAN,Bob Baker Memorial Airport,Kiana,United States,66.97599792,-160.4369965
IAO,Siargao Airport,Siargao,Philippines,9.8591,126.014
IAR,Tunoshna Airport,Yaroslavl,Russia,57.56069946,40.15739822
IAS,Iaşi Airport,Iasi,Romania,47.17850113,27.62059975
IBA,Ibadan Airport,Ibadan,Nigeria,7.362460136,3.978329897
IBE,Perales Airport,Ibague,Colombia,4.42161,-75.1333
IBR,Hyakuri Airport,Ibaraki,Japan,36.18109894,140.4149933
IBZ,Ibiza Airport,Ibiza,Spain,38.8728981,1.37311995
ICI,Cicia Airport,Cicia,Fiji,-17.74329948,-179.3419952
ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
ICT,Wichita Eisenhower National Airport,Wichita,United States,37.649899,-97.433098
IDA,Idaho Falls Regional Airport,Idaho Falls,United States,43.514599,-112.070999
IDR,Devi Ahilyabai Holkar Airport,Indore,India,22.72179985,75.80110168
IEV,Kiev Zhuliany International Airport,Kiev,Ukraine,50.40194,30.45194
IFJ,Ísafjörður Airport,Isafjordur,Iceland,66.05809784,-23.13529968
IFN,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,32.75080109,51.86130142
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,48.88420105,24.68610001
IGA,Inagua Airport,Matthew Town,Bahamas,20.97500038,-73.66690063
IGD,Iğdır Airport,Igdir,Turkey,39.97662735,43.87664795
IGG,Igiugig Airport,Igiugig,United States,59.32400131,-155.9019928
IGR,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,-25.737301,-54.4734
IGU,Cataratas International Airport,Foz Do Iguacu,Brazil,-25.60027885,-54.48500061
IIL,Ilam Airport,Ilam,Iran,33.58660126,46.40480042
IJK,Izhevsk Airport,Izhevsk,Russia,56.8280983,53.45750046
IKA,Imam Khomeini International Airport,Tehran,Iran,35.41609955,51.15219879
IKI,Iki Airport,Iki,Japan,33.74900055,129.7850037
IKO,Nikolski Air Station,Nikolski,United States,52.9416008,-168.848999
IKS,Tiksi Airport,Tiksi,Russia,71.6977005,128.9029999
IKT,Irkutsk Airport,Irkutsk,Russia,52.26800156,104.3889999
ILD,Lleida-Alguaire Airport,Lleida,Spain,41.728185,0.535023
ILG,New Castle Airport,Wilmington,United States,39.67869949,-75.60649872
ILI,Iliamna Airport,Iliamna,United States,59.75439835,-154.9109955
ILM,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315
ILO,Iloilo International Airport,Iloilo,Philippines,10.833017,122.493358
ILP,Île des Pins Airport,Île des Pins,New Caledonia,-22.58889961,167.4559937
ILR,Ilorin International Airport,Ilorin,Nigeria,8.440210342,4.493919849
ILY,Islay Airport,Islay,United Kingdom,55.68190002,-6.256669998
IMF,Imphal Airport,Imphal,India,24.76000023,93.896698
IMP,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-5.53129,-47.459999
IMT,Ford Airport,Iron Mountain,United States,45.81840134,-88.11450195
IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403
INH,Inhambane Airport,Inhambane,Mozambique,-23.87639999,35.40850067
INL,Falls International Airport,International Falls,United States,48.56620026,-93.40309906
INN,Innsbruck Airport,Innsbruck,Austria,47.260201,11.344
INU,Nauru International Airport,Nauru,Nauru,-0.547458,166.919006
INV,Inverness Airport,Inverness,United Kingdom,57.54249954,-4.047500134
INZ,In Salah Airport,In Salah,Algeria,27.25099945,2.512020111
IOA,Ioannina Airport,Ioannina,Greece,39.69639969,20.82250023
IOM,Isle of Man Airport,Isle Of Man,Isle of Man,54.08330154,-4.623889923
IOS,Bahia - Jorge Amado Airport,Ilheus,Brazil,-14.81599998,-39.03319931
IPA,Ipota Airport,Ipota,Vanuatu,-18.856389,169.283333
IPC,Mataveri Airport,Easter Island,Chile,-27.16480064,-109.4219971
IPH,Sultan Azlan Shah Airport,Ipoh,Malaysia,4.567969799,101.0920029
IPI,San Luis Airport,Ipiales,Colombia,0.861925,-77.6718
IPL,Imperial County Airport,Imperial,United States,32.83420181,-115.5790024
IPN,Usiminas Airport,Ipatinga,Brazil,-19.47069931,-42.48759842
IPT,Williamsport Regional Airport,Williamsport,United States,41.2417984,-76.9210968
IQN,Qingyang Airport,Qingyang,China,35.799702,107.602997
IQQ,Diego Aracena Airport,Iquique,Chile,-20.53520012,-70.1812973
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,-3.784739971,-73.30879974
IRA,Ngorangora Airport,Kirakira,Solomon Islands,-10.44970036,161.897995
IRC,Circle City /New/ Airport,Circle,United States,65.830498,-144.076008
IRG,Lockhart River Airport,Lockhart River,Australia,-12.7869,143.304993
IRJ,Capitan V A Almonacid Airport,La Rioja,Argentina,-29.38159943,-66.79579926
IRK,Kirksville Regional Airport,Kirksville,United States,40.09349823,-92.54489899
IRP,Matari Airport,Isiro,Congo (Kinshasa),2.827610016,27.5883007
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,-0.3786,-64.9923
ISA,Mount Isa Airport,Mount Isa,Australia,-20.66390038,139.4889984
ISB,New Islamabad International Airport,Islamabad,Pakistan,33.560713,72.851613
ISC,St. Mary's Airport,ST MARY\'S,United Kingdom,49.91329956,-6.291669846
ISE,Süleyman Demirel International Airport,Isparta,Turkey,37.85540009,30.36840057
ISG,New Ishigaki Airport,Ishigaki,Japan,24.396389,124.245
ISN,Sloulin Field International Airport,Williston,United States,48.17789841,-103.6419983
ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684
IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944
ISU,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,35.5617485,45.31673813
ITB,Itaituba Airport,Itaituba,Brazil,-4.242340088,-56.0007019
ITH,Ithaca Tompkins Regional Airport,Ithaca,United States,42.49100113,-76.45839691
ITM,Osaka International Airport,Osaka,Japan,34.78549957,135.4380035
ITO,Hilo International Airport,Hilo,United States,19.72139931,-155.0480042
IUE,Niue International Airport,Alofi,Niue,-19.07903099,-169.9255981
IVC,Invercargill Airport,Invercargill,New Zealand,-46.41239929,168.3130035
IVL,Ivalo Airport,Ivalo,Finland,68.6072998,27.40530014
IWJ,Iwami Airport,Iwami,Japan,34.67639923,131.7899933
IWK,Iwakuni Marine Corps Air Station,Iwakuni,Japan,34.143902,132.235992
IXA,Agartala Airport,Agartala,India,23.88699913,91.24040222
IXB,Bagdogra Airport,Baghdogra,India,26.68120003,88.32859802
IXC,Chandigarh Airport,Chandigarh,India,30.67350006,76.78849792
IXD,Allahabad Airport,Allahabad,India,25.44009972,81.73390198
IXE,Mangalore International Airport,Mangalore,India,12.9612999,74.89009857
IXG,Belgaum Airport,Belgaum,India,15.85929966,74.61830139
IXJ,Jammu Airport,Jammu,India,32.68909836,74.83740234
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,India,34.13589859,77.54650116
IXM,Madurai Airport,Madurai,India,9.83450985,78.09339905
IXR,Birsa Munda Airport,Ranchi,India,23.31430054,85.32170105
IXS,Silchar Airport,Silchar,India,24.91290092,92.97869873
IXU,Aurangabad Airport,Aurangabad,India,19.86269951,75.39810181
IXZ,Vir Savarkar International Airport,Port Blair,India,11.64120007,92.72969818
IZA,Zona da Mata Regional Airport,Juiz de Fora,Brazil,-21.5130558,-43.17305756
IZO,Izumo Airport,Izumo,Japan,35.41360092,132.8899994
JAC,Jackson Hole Airport,Jacksn Hole,United States,43.6072998,-110.737999
JAI,Jaipur International Airport,Jaipur,India,26.8242,75.812202
JAL,El Lencero Airport,Jalapa,Mexico,19.47509956,-96.79750061
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722
JAU,Francisco Carle Airport,Jauja,Peru,-11.78310013,-75.4733963
JAV,Ilulissat Airport,Ilulissat,Greenland,69.24320221,-51.05709839
JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673
JBQ,La Isabela International Airport,La Isabela,Dominican Republic,18.57250023,-69.98560333
JBR,Jonesboro Municipal Airport,Jonesboro,United States,35.83169937,-90.64640045
JCB,Santa Terezinha Airport,Joacaba,Brazil,-27.17140007,-51.55329895
JCK,Julia Creek Airport,Julia Creek,Australia,-20.66830063,141.7230072
JDH,Jodhpur Airport,Jodhpur,India,26.25110054,73.04889679
JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-7.218959808,-39.27009964
JDZ,Jingdezhen Airport,Jingdezhen,China,29.33860016,117.1760025
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
JEG,Aasiaat Airport,Aasiaat,Greenland,68.72180176,-52.78469849
JER,Jersey Airport,Jersey,Jersey,49.207901,-2.195509911
JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
JFR,Paamiut Heliport,Paamiut,Greenland,61.99219894,-49.66249847
JGA,Jamnagar Airport,Jamnagar,India,22.46549988,70.01260376
JGD,Jiagedaqi Airport,Jiagedaqi District,China,50.371389,124.1175
JGN,Jiayuguan Airport,Jiayuguan,China,39.856899,98.3414
JGS,Jinggangshan Airport,Jian,China,26.85689926,114.7369995
JHB,Senai International Airport,Johor Bahru,Malaysia,1.64131,103.669998
JHG,Xishuangbanna Gasa Airport,Jinghonggasa,China,21.97389984,100.7600021
JHM,Kapalua Airport,Lahania-kapalua,United States,20.96290016,-156.6730042
JHS,Sisimiut Airport,Sisimiut,Greenland,66.95130157,-53.72930145
JHW,Chautauqua County-Jamestown Airport,Jamestown,United States,42.15340042,-79.25800323
JIB,Djibouti-Ambouli Airport,Djibouti,Djibouti,11.54730034,43.15950012
JIC,Jinchuan Airport,Jinchuan,China,38.54222222,102.3483333
JIJ,Wilwal International Airport,Jijiga,Ethiopia,9.3325,42.9121
JIK,Ikaria Airport,Ikaria,Greece,37.68270111,26.3470993
JIM,Jimma Airport,Jimma,Ethiopia,7.666090012,36.8166008
JIQ,Qianjiang Wulingshan Airport,Qianjiang,China,29.51333333,108.8311111
JIU,Jiujiang Lushan Airport,Jiujiang,China,29.476944,115.801111
JJN,Quanzhou Jinjiang International Airport,Quanzhou,China,24.7964,118.589996
JJU,Qaqortoq Heliport,Qaqortoq,Greenland,60.71568416,-46.02991864
JKG,Jönköping Airport,Joenkoeping,Sweden,57.75759888,14.06869984
JKH,Chios Island National Airport,Chios,Greece,38.34320068,26.1406002
JKL,Kalymnos Airport,Kalymnos,Greece,36.9632988,26.94059944
JKR,Janakpur Airport,Janakpur,Nepal,26.70879936,85.92240143
JLN,Joplin Regional Airport,Joplin,United States,37.15179825,-94.49829865
JLR,Jabalpur Airport,Jabalpur,India,23.17779922,80.05200195
JMK,Mikonos Airport,Mykonos,Greece,37.43510056,25.34810066
JMU,Jiamusi Airport,Jiamusi,China,46.84339905,130.4649963
